X,Y,Major,Minor,Rotation,EFT:n,EFT:Jaqqard
33,33,30,12,54,1,0.34247
33,33,30,18,106,1,0.44781
33,33,30,11,14,1,0.67917
33,33,30,24,75,1,0.25941
33,33,30,29,92,1,0.23957
33,33,30,13,54,1,0.34312
33,33,30,19,106,1,0.38898
33,33,30,25,75,1,0.21221
33,33,30,12,14,1,0.61441
33,33,30,14,54,1,0.31579
33,33,30,26,75,1,0.17127
33,33,30,15,54,1,0.3212
33,33,30,20,106,1,0.38569
33,33,30,13,14,1,0.60501
33,33,30,16,54,1,0.27573
33,33,30,21,106,1,0.33185
33,33,30,27,75,1,0.16066
33,33,30,30,35,1,0.23681
33,33,30,3,34,0,1
33,33,30,17,54,1,0.26703
33,33,30,22,106,1,0.3139
33,33,30,14,14,1,0.54789
33,33,30,4,34,0,1
33,33,30,5,34,0,1
33,33,30,18,54,1,0.21637
33,33,30,6,34,1,0.61438
33,33,30,15,14,1,0.54834
33,33,30,23,106,1,0.27177
33,33,30,7,34,1,0.56471
33,33,30,19,54,1,0.24302
33,33,30,8,34,1,0.48521
33,33,30,24,106,1,0.26352
33,33,30,9,34,1,0.47091
33,33,30,16,14,1,0.49251
33,33,30,10,34,1,0.41519
33,33,30,25,106,1,0.24036
33,33,30,20,54,1,0.19895
33,33,30,26,106,1,0.17524
33,33,30,11,34,1,0.43689
33,33,30,17,14,1,0.46766
33,33,30,28,75,1,0.2033
33,33,30,12,34,1,0.36406
33,33,30,27,106,1,0.2156
33,33,30,13,34,1,0.34483
33,33,30,18,14,1,0.4544
33,33,30,21,54,1,0.20134
33,33,30,14,34,1,0.34382
33,33,30,15,34,1,0.31791
33,33,30,30,92,1,0.23681
33,33,30,16,34,1,0.26667
33,33,30,3,91,0,1
33,33,30,22,54,1,0.2053
33,33,30,4,91,0,1
33,33,30,28,106,1,0.18792
33,33,30,17,34,1,0.22394
33,33,30,5,91,0,1
33,33,30,18,34,1,0.22105
33,33,30,6,91,0,1
33,33,30,19,34,1,0.23252
33,33,30,19,14,1,0.3911
33,33,30,7,91,0,1
33,33,30,23,54,1,0.17984
33,33,30,8,91,1,0.77512
33,33,30,29,75,1,0.22132
33,33,30,20,34,1,0.23958
33,33,30,29,106,1,0.20188
33,33,30,9,91,1,0.7754
33,33,30,24,54,1,0.17323
33,33,30,25,54,1,0.18944
33,33,30,10,91,1,0.71308
33,33,30,20,14,1,0.375
33,33,30,21,34,1,0.20792
33,33,30,26,54,1,0.1701
33,33,30,11,91,1,0.71036
33,33,30,22,34,1,0.16774
33,33,30,21,14,1,0.32635
33,33,30,12,91,1,0.6494
33,33,30,27,54,1,0.18257
33,33,30,23,34,1,0.15385
33,33,30,13,91,1,0.64884
33,33,30,24,34,1,0.22356
33,33,30,22,14,1,0.31111
33,33,30,25,34,1,0.22857
33,33,30,14,91,1,0.59817
33,33,30,26,34,1,0.17284
33,33,30,28,54,1,0.21359
33,33,30,15,91,1,0.56738
33,33,30,30,106,1,0.23681
33,33,30,3,105,0,1
33,33,30,23,14,1,0.25872
33,33,30,16,91,1,0.5525
33,33,30,27,34,1,0.1965
33,33,30,4,105,0,1
33,33,30,5,105,0,1
33,33,30,17,91,1,0.52087
33,33,30,6,105,0,1
33,33,30,7,105,1,0.87237
33,33,30,24,14,1,0.29037
33,33,30,30,75,1,0.23681
33,33,30,8,105,1,0.80562
33,33,30,18,91,1,0.4689
33,33,30,28,34,1,0.18156
33,33,30,3,74,0,1
33,33,30,9,105,1,0.70325
33,33,30,25,14,1,0.28986
33,33,30,19,91,1,0.51075
33,33,30,10,105,1,0.69982
33,33,30,4,74,0,1
33,33,30,5,74,0,1
33,33,30,26,14,1,0.25445
33,33,30,20,91,1,0.43864
33,33,30,11,105,1,0.63179
33,33,30,6,74,0,1
33,33,30,12,105,1,0.61217
33,33,30,21,91,1,0.41369
33,33,30,7,74,1,0.8361
33,33,30,29,54,1,0.22134
33,33,30,29,34,1,0.20103
33,33,30,8,74,1,0.72826
33,33,30,27,14,1,0.21265
33,33,30,13,105,1,0.59851
33,33,30,9,74,1,0.72209
33,33,30,10,74,1,0.67216
33,33,30,22,91,1,0.32061
33,33,30,14,105,1,0.57394
33,33,30,11,74,1,0.67364
33,33,30,28,14,1,0.21121
33,33,30,15,105,1,0.50823
33,33,30,12,74,1,0.6263
33,33,30,16,105,1,0.49916
33,33,30,13,74,1,0.60166
33,33,30,14,74,1,0.56497
33,33,30,30,54,1,0.23681
33,33,30,17,105,1,0.47059
33,33,30,3,53,0,1
33,33,30,4,53,0,1
33,33,30,30,34,1,0.23681
33,33,30,5,53,1,0.53788
33,33,30,3,33,0,1
33,33,30,18,105,1,0.42638
33,33,30,4,33,0,1
33,33,30,6,53,1,0.49827
33,33,30,15,74,1,0.52313
33,33,30,5,33,0,1
33,33,30,7,53,1,0.44746
33,33,30,6,33,1,0.59146
33,33,30,8,53,1,0.44516
33,33,30,29,14,1,0.21299
33,33,30,7,33,1,0.57061
33,33,30,16,74,1,0.48443
33,33,30,9,53,1,0.37326
33,33,30,8,33,1,0.51594
33,33,30,10,53,1,0.37333
33,33,30,9,33,1,0.49738
33,33,30,19,105,1,0.38636
33,33,30,17,74,1,0.47333
33,33,30,23,91,1,0.30365
33,33,30,10,33,1,0.42932
33,33,30,11,53,1,0.33505
33,33,30,11,33,1,0.41058
33,33,30,18,74,1,0.42424
33,33,30,12,53,1,0.34023
33,33,30,12,33,1,0.39916
33,33,30,13,33,1,0.34821
33,33,30,13,53,1,0.31628
33,33,30,20,105,1,0.37805
33,33,30,14,33,1,0.40502
33,33,30,14,53,1,0.23956
33,33,30,15,33,1,0.31818
33,33,30,15,53,1,0.27027
33,33,30,16,33,1,0.28415
33,33,30,19,74,1,0.37904
33,33,30,16,53,1,0.26408
33,33,30,17,33,1,0.27225
33,33,30,21,105,1,0.34161
33,33,30,17,53,1,0.25235
33,33,30,24,91,1,0.28177
33,33,30,18,33,1,0.24071
33,33,30,18,53,1,0.19521
33,33,30,19,53,1,0.17794
33,33,30,19,33,1,0.25352
33,33,30,25,91,1,0.23546
33,33,30,20,74,1,0.38739
33,33,30,22,105,1,0.3
33,33,30,20,53,1,0.19655
33,33,30,23,105,1,0.28659
33,33,30,26,91,1,0.20029
33,33,30,20,33,1,0.20848
33,33,30,30,14,1,0.23681
33,33,30,21,74,1,0.31778
33,33,30,21,53,1,0.21944
33,33,30,3,13,0,1
33,33,30,24,105,1,0.26352
33,33,30,27,91,1,0.19695
33,33,30,21,33,1,0.21523
33,33,30,4,13,0,1
33,33,30,22,53,1,0.18241
33,33,30,22,74,1,0.33951
33,33,30,5,13,0,1
33,33,30,25,105,1,0.26316
33,33,30,23,53,1,0.17976
33,33,30,6,13,0,1
33,33,30,26,105,1,0.17524
33,33,30,28,91,1,0.16461
33,33,30,22,33,1,0.23089
33,33,30,7,13,1,0.78886
33,33,30,23,74,1,0.28205
33,33,30,24,53,1,0.17323
33,33,30,8,13,1,0.73864
33,33,30,23,33,1,0.21739
33,33,30,25,53,1,0.18944
33,33,30,9,13,1,0.76208
33,33,30,24,74,1,0.25941
33,33,30,27,105,1,0.2156
33,33,30,24,33,1,0.21515
33,33,30,25,33,1,0.22857
33,33,30,10,13,1,0.69488
33,33,30,26,33,1,0.17284
33,33,30,25,74,1,0.2153
33,33,30,29,91,1,0.18709
33,33,30,26,53,1,0.17213
33,33,30,26,74,1,0.17127
33,33,30,27,33,1,0.21808
33,33,30,11,13,1,0.66827
33,33,30,27,53,1,0.18257
33,33,30,28,105,1,0.18792
33,33,30,28,33,1,0.24691
33,33,30,27,74,1,0.16066
33,33,30,12,13,1,0.62868
33,33,30,28,53,1,0.21359
33,33,30,13,13,1,0.60501
33,33,30,29,33,1,0.20103
33,33,30,30,91,1,0.23681
33,33,30,29,105,1,0.19703
33,33,30,3,90,0,1
33,33,30,4,90,0,1
33,33,30,28,74,1,0.2033
33,33,30,14,13,1,0.56827
33,33,30,5,90,0,1
33,33,30,6,90,0,1
33,33,30,7,90,0,1
33,33,30,15,13,1,0.53974
33,33,30,29,53,1,0.22134
33,33,30,8,90,1,0.77283
33,33,30,9,90,1,0.78981
33,33,30,16,13,1,0.52496
33,33,30,10,90,1,0.72079
33,33,30,11,90,1,0.70064
33,33,30,17,13,1,0.46207
33,33,30,12,90,1,0.65362
33,33,30,13,90,1,0.68173
33,33,30,14,90,1,0.57904
33,33,30,29,74,1,0.21534
33,33,30,18,13,1,0.44302
33,33,30,15,90,1,0.58347
33,33,30,30,33,1,0.23681
33,33,30,16,90,1,0.52613
33,33,30,3,32,0,1
33,33,30,17,90,1,0.52255
33,33,30,4,32,0,1
33,33,30,5,32,0,1
33,33,30,18,90,1,0.46926
33,33,30,30,53,1,0.23681
33,33,30,3,52,0,1
33,33,30,19,90,1,0.51794
33,33,30,6,32,0,1
33,33,30,30,105,1,0.23681
33,33,30,4,52,1,0.51643
33,33,30,20,90,1,0.38292
33,33,30,7,32,0,1
33,33,30,3,104,0,1
33,33,30,5,52,1,0.49194
33,33,30,19,13,1,0.3911
33,33,30,6,52,1,0.46275
33,33,30,21,90,1,0.35098
33,33,30,4,104,0,1
33,33,30,8,32,1,0.56757
33,33,30,7,52,1,0.4527
33,33,30,5,104,0,1
33,33,30,8,52,1,0.4303
33,33,30,9,32,1,0.51889
33,33,30,9,52,1,0.34302
33,33,30,6,104,0,1
33,33,30,10,32,1,0.48396
33,33,30,10,52,1,0.39609
33,33,30,7,104,1,0.87748
33,33,30,20,13,1,0.36597
33,33,30,11,52,1,0.29041
33,33,30,8,104,1,0.83871
33,33,30,9,104,0,1
33,33,30,11,32,1,0.41579
33,33,30,12,52,1,0.33784
33,33,30,12,32,1,0.5052
33,33,30,13,52,1,0.27842
33,33,30,10,104,1,0.68898
33,33,30,22,90,1,0.31231
33,33,30,21,13,1,0.32635
33,33,30,13,32,1,0.33406
33,33,30,14,52,1,0.29278
33,33,30,30,74,1,0.23681
33,33,30,11,104,1,0.66667
33,33,30,15,52,1,0.26866
33,33,30,14,32,1,0.369
33,33,30,3,73,0,1
33,33,30,16,52,1,0.29295
33,33,30,22,13,1,0.31315
33,33,30,4,73,0,1
33,33,30,15,32,1,0.34508
33,33,30,17,52,1,0.24466
33,33,30,5,73,0,1
33,33,30,12,104,1,0.61317
33,33,30,18,52,1,0.1651
33,33,30,6,73,0,1
33,33,30,16,32,1,0.31902
33,33,30,19,52,1,0.20996
33,33,30,23,13,1,0.29268
33,33,30,17,32,1,0.27466
33,33,30,7,73,0,1
33,33,30,20,52,1,0.22112
33,33,30,8,73,0,1
33,33,30,13,104,1,0.59854
33,33,30,18,32,1,0.28952
33,33,30,21,52,1,0.20137
33,33,30,9,73,0,1
33,33,30,14,104,1,0.58031
33,33,30,10,73,1,0.68163
33,33,30,19,32,1,0.25352
33,33,30,22,52,1,0.18361
33,33,30,15,104,1,0.53427
33,33,30,24,13,1,0.28129
33,33,30,23,52,1,0.14634
33,33,30,16,104,1,0.47766
33,33,30,11,73,1,0.61641
33,33,30,24,52,1,0.11875
33,33,30,23,90,1,0.29268
33,33,30,20,32,1,0.2487
33,33,30,25,13,1,0.29028
33,33,30,25,52,1,0.17744
33,33,30,17,104,1,0.47826
33,33,30,18,104,1,0.46341
33,33,30,26,13,1,0.25445
33,33,30,12,73,1,0.61388
33,33,30,26,52,1,0.17213
33,33,30,21,32,1,0.25753
33,33,30,13,73,1,0.57442
33,33,30,19,104,1,0.39677
33,33,30,27,52,1,0.17978
33,33,30,27,13,1,0.20856
33,33,30,14,73,1,0.53175
33,33,30,20,104,1,0.3956
33,33,30,15,73,1,0.52406
33,33,30,22,32,1,0.23089
33,33,30,24,90,1,0.28177
33,33,30,28,52,1,0.21359
33,33,30,21,104,1,0.34161
33,33,30,16,73,1,0.47487
33,33,30,25,90,1,0.23611
33,33,30,22,104,1,0.30956
33,33,30,28,13,1,0.21121
33,33,30,17,73,1,0.47395
33,33,30,23,104,1,0.25854
33,33,30,26,90,1,0.20029
33,33,30,23,32,1,0.17208
33,33,30,24,104,1,0.27003
33,33,30,27,90,1,0.20028
33,33,30,25,104,1,0.26316
33,33,30,18,73,1,0.39041
33,33,30,29,52,1,0.21176
33,33,30,26,104,1,0.2153
33,33,30,24,32,1,0.21687
33,33,30,25,32,1,0.26521
33,33,30,27,104,1,0.17416
33,33,30,28,90,1,0.16461
33,33,30,19,73,1,0.38095
33,33,30,26,32,1,0.14641
33,33,30,29,13,1,0.21299
33,33,30,28,104,1,0.18792
33,33,30,27,32,1,0.2017
33,33,30,20,73,1,0.35197
33,33,30,30,52,1,0.23681
33,33,30,29,90,1,0.18734
33,33,30,3,51,0,1
33,33,30,28,32,1,0.22342
33,33,30,21,73,1,0.32424
33,33,30,4,51,0,1
33,33,30,5,51,1,0.69834
33,33,30,29,104,1,0.19703
33,33,30,6,51,1,0.46825
33,33,30,7,51,1,0.41311
33,33,30,22,73,1,0.29985
33,33,30,8,51,1,0.38961
33,33,30,9,51,1,0.30178
33,33,30,23,73,1,0.27301
33,33,30,10,51,1,0.30939
33,33,30,11,51,1,0.28889
33,33,30,24,73,1,0.2622
33,33,30,29,32,1,0.20103
33,33,30,30,13,1,0.23681
33,33,30,12,51,1,0.28641
33,33,30,3,12,0,1
33,33,30,25,73,1,0.20117
33,33,30,4,12,0,1
33,33,30,13,51,1,0.21327
33,33,30,5,12,0,1
33,33,30,26,73,1,0.16714
33,33,30,30,104,1,0.23681
33,33,30,6,12,0,1
33,33,30,3,103,0,1
33,33,30,14,51,1,0.2027
33,33,30,7,12,0,1
33,33,30,4,103,0,1
33,33,30,5,103,0,1
33,33,30,30,90,1,0.23681
33,33,30,15,51,1,0.24793
33,33,30,8,12,0,1
33,33,30,6,103,0,1
33,33,30,27,73,1,0.16066
33,33,30,3,89,0,1
33,33,30,9,12,1,0.7483
33,33,30,7,103,1,0.85196
33,33,30,16,51,1,0.24797
33,33,30,4,89,0,1
33,33,30,8,103,1,0.7673
33,33,30,10,12,1,0.68493
33,33,30,5,89,1,0.88047
33,33,30,9,103,1,0.74286
33,33,30,6,89,0,1
33,33,30,17,51,1,0.22701
33,33,30,10,103,1,0.7027
33,33,30,7,89,0,1
33,33,30,18,51,1,0.23117
33,33,30,8,89,1,0.78879
33,33,30,11,103,1,0.67819
33,33,30,19,51,1,0.20531
33,33,30,9,89,1,0.78615
33,33,30,11,12,1,0.6639
33,33,30,28,73,1,0.19807
33,33,30,12,103,1,0.61626
33,33,30,20,51,1,0.21157
33,33,30,10,89,1,0.72222
33,33,30,13,103,1,0.59854
33,33,30,21,51,1,0.21176
33,33,30,11,89,1,0.70061
33,33,30,12,12,1,0.62602
33,33,30,30,32,1,0.23681
33,33,30,12,89,1,0.64831
33,33,30,3,31,0,1
33,33,30,14,103,1,0.57303
33,33,30,13,89,1,0.64887
33,33,30,15,103,1,0.53832
33,33,30,22,51,1,0.17822
33,33,30,4,31,0,1
33,33,30,13,12,1,0.59836
33,33,30,14,89,1,0.60617
33,33,30,16,103,1,0.52743
33,33,30,23,51,1,0.18413
33,33,30,5,31,0,1
33,33,30,15,89,1,0.57479
33,33,30,6,31,1,0.715
33,33,30,16,89,1,0.53626
33,33,30,24,51,1,0.11875
33,33,30,17,103,1,0.47668
33,33,30,17,89,1,0.50909
33,33,30,7,31,1,0.77108
33,33,30,29,73,1,0.21745
33,33,30,25,51,1,0.1763
33,33,30,18,89,1,0.47152
33,33,30,8,31,1,0.56583
33,33,30,18,103,1,0.46228
33,33,30,14,12,1,0.5841
33,33,30,19,89,1,0.49552
33,33,30,9,31,1,0.54545
33,33,30,20,89,1,0.40829
33,33,30,26,51,1,0.17213
33,33,30,10,31,1,0.48677
33,33,30,21,89,1,0.40557
33,33,30,15,12,1,0.53974
33,33,30,19,103,1,0.39677
33,33,30,11,31,1,0.4605
33,33,30,16,12,1,0.52496
33,33,30,27,51,1,0.17978
33,33,30,12,31,1,0.5169
33,33,30,20,103,1,0.38231
33,33,30,13,31,1,0.40523
33,33,30,22,89,1,0.32213
33,33,30,14,31,1,0.37643
33,33,30,17,12,1,0.47913
33,33,30,28,51,1,0.21359
33,33,30,15,31,1,0.35424
33,33,30,16,31,1,0.28684
33,33,30,21,103,1,0.34161
33,33,30,18,12,1,0.44302
33,33,30,17,31,1,0.31154
33,33,30,22,103,1,0.30909
33,33,30,23,89,1,0.30028
33,33,30,18,31,1,0.28846
33,33,30,23,103,1,0.27003
33,33,30,19,31,1,0.26842
33,33,30,19,12,1,0.40867
33,33,30,29,51,1,0.21929
33,33,30,30,73,1,0.23681
33,33,30,24,89,1,0.28177
33,33,30,3,72,0,1
33,33,30,4,72,0,1
33,33,30,25,89,1,0.21997
33,33,30,20,31,1,0.223
33,33,30,5,72,0,1
33,33,30,20,12,1,0.37002
33,33,30,26,89,1,0.20029
33,33,30,6,72,0,1
33,33,30,21,31,1,0.26131
33,33,30,24,103,1,0.26647
33,33,30,27,89,1,0.20282
33,33,30,7,72,0,1
33,33,30,8,72,1,0.77567
33,33,30,25,103,1,0.24556
33,33,30,28,89,1,0.16461
33,33,30,22,31,1,0.23089
33,33,30,9,72,1,0.70146
33,33,30,26,103,1,0.2153
33,33,30,21,12,1,0.33712
33,33,30,10,72,1,0.65618
33,33,30,23,31,1,0.18506
33,33,30,22,12,1,0.31953
33,33,30,27,103,1,0.16829
33,33,30,29,89,1,0.18709
33,33,30,11,72,1,0.61641
33,33,30,24,31,1,0.21719
33,33,30,23,12,1,0.29268
33,33,30,12,72,1,0.61171
33,33,30,30,51,1,0.23681
33,33,30,25,31,1,0.27457
33,33,30,28,103,1,0.18792
33,33,30,3,50,0,1
33,33,30,13,72,1,0.56263
33,33,30,26,31,1,0.14641
33,33,30,4,50,0,1
33,33,30,14,72,1,0.55513
33,33,30,5,50,0,1
33,33,30,6,50,1,0.43182
33,33,30,15,72,1,0.50365
33,33,30,27,31,1,0.19813
33,33,30,29,103,1,0.19703
33,33,30,7,50,1,0.3931
33,33,30,24,12,1,0.25852
33,33,30,16,72,1,0.45208
33,33,30,8,50,1,0.33443
33,33,30,25,12,1,0.29028
33,33,30,17,72,1,0.46259
33,33,30,9,50,1,0.29769
33,33,30,28,31,1,0.22342
33,33,30,30,89,1,0.23681
33,33,30,26,12,1,0.25445
33,33,30,3,88,0,1
33,33,30,4,88,0,1
33,33,30,10,50,1,0.30939
33,33,30,5,88,0,1
33,33,30,18,72,1,0.3949
33,33,30,27,12,1,0.21123
33,33,30,6,88,0,1
33,33,30,11,50,1,0.24324
33,33,30,7,88,0,1
33,33,30,8,88,1,0.75434
33,33,30,19,72,1,0.38978
33,33,30,9,88,1,0.79909
33,33,30,29,31,1,0.20129
33,33,30,12,50,1,0.26799
33,33,30,10,88,1,0.72868
33,33,30,28,12,1,0.21121
33,33,30,11,88,1,0.6998
33,33,30,13,50,1,0.21327
33,33,30,12,88,1,0.66387
33,33,30,20,72,1,0.34286
33,33,30,14,50,1,0.25287
33,33,30,13,88,1,0.64297
33,33,30,30,103,1,0.23681
33,33,30,15,50,1,0.24691
33,33,30,3,102,0,1
33,33,30,21,72,1,0.31756
33,33,30,14,88,1,0.59231
33,33,30,16,50,1,0.23866
33,33,30,4,102,0,1
33,33,30,29,12,1,0.21326
33,33,30,17,50,1,0.24265
33,33,30,15,88,1,0.57288
33,33,30,5,102,0,1
33,33,30,18,50,1,0.17174
33,33,30,16,88,1,0.53445
33,33,30,6,102,0,1
33,33,30,19,50,1,0.20408
33,33,30,17,88,1,0.50704
33,33,30,22,72,1,0.30351
33,33,30,7,102,0,1
33,33,30,20,50,1,0.21176
33,33,30,18,88,1,0.50224
33,33,30,8,102,1,0.83265
33,33,30,23,72,1,0.26676
33,33,30,19,88,1,0.49629
33,33,30,9,102,1,0.74033
33,33,30,20,88,1,0.38799
33,33,30,21,50,1,0.19032
33,33,30,10,102,1,0.688
33,33,30,24,72,1,0.25978
33,33,30,30,31,1,0.23681
33,33,30,21,88,1,0.39259
33,33,30,22,50,1,0.17637
33,33,30,3,30,0,1
33,33,30,25,72,1,0.20117
33,33,30,4,30,0,1
33,33,30,11,102,1,0.67568
33,33,30,23,50,1,0.18413
33,33,30,5,30,0,1
33,33,30,26,72,1,0.16476
33,33,30,24,50,1,0.20388
33,33,30,6,30,1,0.715
33,33,30,30,12,1,0.23681
33,33,30,22,88,1,0.32213
33,33,30,3,11,0,1
33,33,30,12,102,1,0.6454
33,33,30,25,50,1,0.1763
33,33,30,7,30,0,1
33,33,30,4,11,0,1
33,33,30,5,11,0,1
33,33,30,8,30,1,0.60636
33,33,30,27,72,1,0.16066
33,33,30,6,11,0,1
33,33,30,7,11,0,1
33,33,30,9,30,1,0.57988
33,33,30,13,102,1,0.60714
33,33,30,8,11,1,0.79279
33,33,30,26,50,1,0.12592
33,33,30,10,30,1,0.52695
33,33,30,9,11,1,0.74715
33,33,30,11,30,1,0.54237
33,33,30,23,88,1,0.30362
33,33,30,27,50,1,0.17978
33,33,30,14,102,1,0.5937
33,33,30,12,30,1,0.44681
33,33,30,10,11,1,0.69031
33,33,30,15,102,1,0.53832
33,33,30,13,30,1,0.43441
33,33,30,11,11,1,0.66923
33,33,30,16,102,1,0.52743
33,33,30,14,30,1,0.3875
33,33,30,28,72,1,0.19146
33,33,30,28,50,1,0.21359
33,33,30,15,30,1,0.3738
33,33,30,17,102,1,0.4848
33,33,30,12,11,1,0.63768
33,33,30,18,102,1,0.46228
33,33,30,16,30,1,0.35009
33,33,30,13,11,1,0.61538
33,33,30,17,30,1,0.3475
33,33,30,19,102,1,0.40852
33,33,30,14,11,1,0.60886
33,33,30,29,50,1,0.21929
33,33,30,24,88,1,0.25641
33,33,30,15,11,1,0.53484
33,33,30,18,30,1,0.32504
33,33,30,29,72,1,0.17784
33,33,30,20,102,1,0.38619
33,33,30,16,11,1,0.53292
33,33,30,25,88,1,0.21708
33,33,30,17,11,1,0.48113
33,33,30,21,102,1,0.3511
33,33,30,26,88,1,0.20029
33,33,30,19,30,1,0.29455
33,33,30,18,11,1,0.45847
33,33,30,22,102,1,0.32466
33,33,30,19,11,1,0.40064
33,33,30,23,102,1,0.27003
33,33,30,27,88,1,0.19526
33,33,30,20,30,1,0.25907
33,33,30,20,11,1,0.38532
33,33,30,24,102,1,0.25217
33,33,30,28,88,1,0.16371
33,33,30,25,102,1,0.24556
33,33,30,26,102,1,0.2153
33,33,30,21,11,1,0.33076
33,33,30,27,102,1,0.19522
33,33,30,21,30,1,0.2709
33,33,30,30,50,1,0.23681
33,33,30,29,88,1,0.1811
33,33,30,22,11,1,0.31953
33,33,30,3,49,0,1
33,33,30,28,102,1,0.18792
33,33,30,22,30,1,0.23301
33,33,30,4,49,1,0.59608
33,33,30,30,72,1,0.23681
33,33,30,23,11,1,0.29268
33,33,30,5,49,1,0.49351
33,33,30,3,71,0,1
33,33,30,4,71,0,1
33,33,30,6,49,1,0.31858
33,33,30,23,30,1,0.24176
33,33,30,7,49,1,0.39735
33,33,30,24,11,1,0.24784
33,33,30,5,71,0,1
33,33,30,6,71,0,1
33,33,30,8,49,1,0.3253
33,33,30,25,11,1,0.28612
33,33,30,24,30,1,0.19905
33,33,30,26,11,1,0.21102
33,33,30,29,102,1,0.19486
33,33,30,7,71,1,0.73352
33,33,30,9,49,1,0.25076
33,33,30,25,30,1,0.21257
33,33,30,26,30,1,0.19236
33,33,30,8,71,1,0.72471
33,33,30,10,49,1,0.30239
33,33,30,27,11,1,0.21123
33,33,30,9,71,1,0.67506
33,33,30,11,49,1,0.24552
33,33,30,27,30,1,0.20294
33,33,30,30,88,1,0.23681
33,33,30,3,87,0,1
33,33,30,10,71,1,0.6457
33,33,30,28,11,1,0.21354
33,33,30,4,87,0,1
33,33,30,5,87,0,1
33,33,30,6,87,0,1
33,33,30,12,49,1,0.22927
33,33,30,7,87,1,0.8476
33,33,30,11,71,1,0.61641
33,33,30,8,87,1,0.77665
33,33,30,28,30,1,0.22342
33,33,30,13,49,1,0.21028
33,33,30,9,87,1,0.75283
33,33,30,10,87,1,0.70981
33,33,30,12,71,1,0.60345
33,33,30,30,102,1,0.23681
33,33,30,11,87,1,0.69597
33,33,30,3,101,0,1
33,33,30,14,49,1,0.26327
33,33,30,13,71,1,0.58052
33,33,30,4,101,0,1
33,33,30,12,87,1,0.65306
33,33,30,5,101,0,1
33,33,30,6,101,0,1
33,33,30,14,71,1,0.528
33,33,30,15,49,1,0.25755
33,33,30,7,101,0,1
33,33,30,13,87,1,0.63922
33,33,30,15,71,1,0.50438
33,33,30,8,101,1,0.80095
33,33,30,29,11,1,0.21326
33,33,30,9,101,1,0.73889
33,33,30,14,87,1,0.60474
33,33,30,16,71,1,0.4529
33,33,30,16,49,1,0.22701
33,33,30,15,87,1,0.55789
33,33,30,10,101,1,0.68837
33,33,30,16,87,1,0.52755
33,33,30,11,101,1,0.67253
33,33,30,17,71,1,0.46835
33,33,30,17,87,1,0.48532
33,33,30,29,30,1,0.20129
33,33,30,18,87,1,0.45354
33,33,30,17,49,1,0.21053
33,33,30,12,101,1,0.63469
33,33,30,18,71,1,0.38
33,33,30,18,49,1,0.23248
33,33,30,19,87,1,0.47126
33,33,30,20,87,1,0.38825
33,33,30,13,101,1,0.60854
33,33,30,21,87,1,0.39746
33,33,30,19,49,1,0.20147
33,33,30,19,71,1,0.38907
33,33,30,14,101,1,0.60208
33,33,30,22,87,1,0.3375
33,33,30,15,101,1,0.53846
33,33,30,20,49,1,0.20174
33,33,30,16,101,1,0.51903
33,33,30,21,49,1,0.19032
33,33,30,17,101,1,0.49605
33,33,30,20,71,1,0.31537
33,33,30,22,49,1,0.17637
33,33,30,18,101,1,0.45302
33,33,30,23,87,1,0.29619
33,33,30,23,49,1,0.17713
33,33,30,19,101,1,0.40313
33,33,30,21,71,1,0.32258
33,33,30,30,11,1,0.23681
33,33,30,24,49,1,0.17538
33,33,30,3,10,0,1
33,33,30,25,49,1,0.1763
33,33,30,20,101,1,0.39363
33,33,30,4,10,0,1
33,33,30,5,10,0,1
33,33,30,30,30,1,0.23681
33,33,30,6,10,0,1
33,33,30,22,71,1,0.29618
33,33,30,3,29,0,1
33,33,30,21,101,1,0.34568
33,33,30,7,10,0,1
33,33,30,26,49,1,0.12592
33,33,30,4,29,0,1
33,33,30,8,10,1,0.78559
33,33,30,5,29,0,1
33,33,30,23,71,1,0.27108
33,33,30,22,101,1,0.32466
33,33,30,6,29,0,1
33,33,30,9,10,1,0.74439
33,33,30,27,49,1,0.17978
33,33,30,24,87,1,0.25152
33,33,30,7,29,1,0.65327
33,33,30,24,71,1,0.25356
33,33,30,10,10,1,0.7068
33,33,30,23,101,1,0.27003
33,33,30,8,29,1,0.60636
33,33,30,25,87,1,0.21708
33,33,30,9,29,0,1
33,33,30,26,87,1,0.22255
33,33,30,25,71,1,0.19825
33,33,30,11,10,1,0.6805
33,33,30,10,29,0,1
33,33,30,28,49,1,0.21111
33,33,30,27,87,1,0.19247
33,33,30,26,71,1,0.15105
33,33,30,11,29,1,0.5029
33,33,30,12,10,1,0.66398
33,33,30,24,101,1,0.24964
33,33,30,12,29,1,0.46436
33,33,30,28,87,1,0.213
33,33,30,25,101,1,0.25331
33,33,30,13,10,1,0.61278
33,33,30,26,101,1,0.17111
33,33,30,27,71,1,0.16066
33,33,30,13,29,1,0.46055
33,33,30,14,29,1,0.40079
33,33,30,27,101,1,0.19522
33,33,30,14,10,1,0.59108
33,33,30,15,29,1,0.38846
33,33,30,29,87,1,0.1811
33,33,30,28,101,1,0.17265
33,33,30,29,49,1,0.21929
33,33,30,15,10,1,0.53945
33,33,30,28,71,1,0.2331
33,33,30,16,10,1,0.52405
33,33,30,16,29,1,0.35888
33,33,30,17,29,1,0.36661
33,33,30,29,101,1,0.19486
33,33,30,17,10,1,0.48377
