distx,disty,HEDAR:n,HEDAR:Jaccard,Hough:n,Hough:Jaccard,EFT:n,EFT:Jaccard
-10,-15,1,0.25814,18,0.1831,1,0.35178
10,-32,4,0.35904,9,0.38704,1,0.51821
-82,-18,2,0.23902,8,0.14931,2,0.10714
26,-16,2,0.23801,13,0.17576,2,0.18403
-34,-12,4,0.14632,11,0.33062,2,0.43342
-10,-14,1,0.21327,23,0.19914,1,0.32543
10,-31,4,0.36163,10,0.18149,1,0.52436
-82,-17,2,0.22082,6,0.12625,2,0.16466
-58,-27,4,0.29369,6,0.12625,2,0.22286
-34,-11,4,0.12343,34,0.35932,2,0.41045
-10,-13,1,0.20768,18,0.18192,1,0.18229
26,-15,2,0.25221,12,0.20018,2,0.30478
-10,-12,1,0.20411,22,0.19669,1,0.18182
10,-30,4,0.35666,16,0.19001,2,0.58395
-34,-10,4,0.13251,9,0.40037,2,0.35011
-82,-16,2,0.23902,8,0.14931,2,0.18197
26,-14,2,0.21804,14,0.15421,2,0.3647
-10,-11,1,0.20366,12,0.17952,1,0.19329
-58,-26,5,0.30382,8,0.14931,2,0.20928
10,-29,3,0.33456,13,0.17161,2,0.29472
-34,-9,3,0.11719,28,0.17216,2,0.24034
-10,-10,1,0.17632,34,0.2135,1,0.19035
26,-13,2,0.20863,20,0.19501,2,0.2242
-82,-15,2,0.22082,6,0.12625,2,0.15486
-58,-25,4,0.29537,6,0.12625,2,0.25532
-34,-8,4,0.12233,9,0.3936,2,0.26565
10,-28,3,0.32625,18,0.18813,1,0.4884
-10,-9,1,0.17165,24,0.17355,1,0.29562
-82,-14,2,0.23902,8,0.14931,2,0.14248
26,-12,2,0.19819,16,0.15034,2,0.26197
10,-27,3,0.31835,19,0.19298,2,0.18955
-10,-8,1,0.17853,15,0.1875,1,0.28348
-34,-7,3,0.096386,45,0.38434,2,0.28306
-82,-13,2,0.22082,6,0.12625,2,0.23671
26,-11,2,0.22407,14,0.14877,2,0.2323
-58,-24,5,0.30299,8,0.14931,2,0.22629
10,-26,3,0.31109,18,0.173,1,0.47914
-10,-7,1,0.15567,17,0.183,1,0.30447
26,-10,3,0.16219,18,0.173,1,0.36272
-34,-6,4,0.11417,9,0.39036,1,0.48691
-82,-12,3,0.30097,8,0.14931,2,0.24981
10,-25,3,0.30447,17,0.18025,1,0.41756
-10,-6,1,0.16492,14,0.1955,1,0.23717
-58,-23,4,0.29455,6,0.12625,2,0.28947
26,-9,3,0.16088,10,0.21037,2,0.23343
-34,-5,2,0.092929,40,0.37872,2,0.21467
-82,-11,3,0.28998,6,0.12625,2,0.23077
-10,-5,1,0.15007,39,0.20209,1,0.3046
10,-24,2,0.28075,13,0.16503,1,0.20611
-34,-4,3,0.10913,7,0.38086,1,0.48549
26,-8,3,0.16527,31,0.27311,1,0.30722
-58,-22,5,0.30583,8,0.14931,2,0.2531
-10,-4,1,0.1581,14,0.19336,1,0.33716
-82,-10,3,0.30973,8,0.14931,2,0.16115
-34,-3,3,0.092199,29,0.19091,1,0.47396
26,-7,2,0.1957,13,0.14585,1,0.26984
10,-23,2,0.27337,18,0.1749,1,0.48443
-10,-3,1,0.14913,30,0.19435,1,0.28264
26,-6,3,0.14973,19,0.18679,2,0.25046
-34,-2,3,0.10657,8,0.38403,2,0.22584
10,-22,2,0.25131,23,0.18787,1,0.20046
-58,-21,4,0.29654,6,0.12625,2,0.26127
-10,-2,1,0.15588,13,0.2075,1,0.2394
-82,-9,3,0.30068,6,0.12625,2,0.16758
10,-21,2,0.2431,18,0.18008,1,0.2037
26,-5,2,0.13063,31,0.16862,1,0.30701
-34,-1,3,0.091278,37,0.21906,2,0.21759
-10,-1,1,0.15047,31,0.20048,1,0.25072
10,-20,1,0.28205,25,0.18838,1,0.18706
26,-4,3,0.14471,24,0.17483,2,0.19745
-82,-8,3,0.31878,8,0.14931,2,0.28571
-58,-20,5,0.31069,8,0.14931,2,0.24203
-10,0,1,0.1572,12,0.20657,1,0.21785
-34,0,3,0.10479,7,0.37716,2,0.18947
10,-19,1,0.27597,13,0.17188,1,0.17946
-10,1,1,0.15047,31,0.20048,1,0.19948
26,-3,2,0.09292,27,0.16634,2,0.16494
10,-18,1,0.27015,18,0.19305,1,0.23536
-34,1,3,0.092199,37,0.21766,2,0.17517
-82,-7,3,0.31208,6,0.12625,2,0.07989
-58,-19,4,0.29678,6,0.12625,2,0.21411
-10,2,1,0.15588,13,0.2075,1,0.25784
10,-17,1,0.26571,17,0.17989,1,0.21978
-34,2,3,0.10657,8,0.38403,2,0.26198
26,-2,3,0.10954,24,0.18052,2,0.24288
-10,3,1,0.15405,30,0.19435,1,0.24788
-82,-6,3,0.32999,8,0.14931,2,0.092692
10,-16,1,0.26275,22,0.19645,1,0.21734
26,-1,2,0.092018,30,0.18875,2,0.21174
-10,4,1,0.1581,14,0.1924,1,0.24648
-34,3,3,0.094949,29,0.19182,2,0.2387
-58,-18,4,0.28477,8,0.14931,2,0.2042
10,-15,1,0.25814,18,0.1831,1,0.23822
-10,5,1,0.16227,39,0.20209,1,0.19526
26,0,3,0.10566,19,0.17912,1,0.28078
-82,-5,3,0.31106,6,0.12625,2,0.091244
-34,4,3,0.10913,7,0.38086,1,0.44648
10,-14,1,0.21327,23,0.19914,1,0.24559
-10,6,1,0.16492,14,0.19454,1,0.18949
-58,-17,4,0.27699,6,0.12625,2,0.26891
26,1,2,0.094027,30,0.18952,1,0.29989
10,-13,1,0.20768,18,0.18101,1,0.25296
-34,5,2,0.097487,40,0.37816,2,0.15916
-10,7,1,0.17731,17,0.18203,1,0.17744
-82,-4,3,0.32903,8,0.14931,2,0.098093
10,-12,1,0.20411,22,0.1958,1,0.24242
26,2,3,0.10954,24,0.18052,1,0.34375
-34,6,4,0.11417,9,0.39036,2,0.61676
-10,8,1,0.17853,15,0.18656,1,0.18291
10,-11,1,0.20366,12,0.17857,1,0.25886
-58,-16,4,0.27709,8,0.14931,2,0.26973
-34,7,3,0.10259,45,0.38434,2,0.19842
10,-10,1,0.17866,34,0.2135,1,0.23967
26,3,2,0.095921,27,0.16634,2,0.27435
-82,-3,3,0.31055,6,0.12625,2,0.080481
-10,9,1,0.17165,24,0.17355,1,0.16112
10,-9,1,0.17403,24,0.17355,1,0.20839
26,4,3,0.14471,24,0.17483,2,0.21601
-34,8,4,0.12233,9,0.3936,2,0.83881
-10,10,1,0.17632,34,0.2135,1,0.20361
-58,-15,4,0.25,6,0.12625,2,0.32808
10,-8,1,0.18088,15,0.1875,1,0.17503
-82,-2,3,0.32855,8,0.14931,2,0.16681
-10,11,1,0.20366,12,0.18046,1,0.17715
26,5,2,0.13537,31,0.1678,2,0.16736
-34,9,3,0.12488,28,0.17064,2,0.20441
10,-7,1,0.1581,17,0.183,1,0.23983
-10,12,1,0.20411,22,0.19669,1,0.17179
26,6,3,0.1672,19,0.18602,2,0.19211
-58,-14,4,0.2675,8,0.14931,2,0.24689
10,-6,1,0.16732,14,0.1955,1,0.24407
-34,10,4,0.13251,9,0.40037,2,0.33015
-82,-1,3,0.31004,6,0.12625,2,0.11866
-10,13,1,0.24146,18,0.18283,1,0.2005
10,-5,1,0.15252,39,0.20209,1,0.23762
26,7,2,0.20214,13,0.145,2,0.24365
-58,-13,4,0.22112,6,0.12625,2,0.34266
10,-4,1,0.16053,14,0.19336,1,0.21678
-34,11,4,0.13056,34,0.35977,2,0.25162
-10,14,1,0.24242,23,0.19914,1,0.19875
10,-3,1,0.1516,30,0.19435,1,0.26496
-34,12,4,0.14632,11,0.33007,2,0.36302
-82,0,3,0.32807,8,0.14931,2,0.10584
26,8,3,0.16527,31,0.2725,2,0.22083
-58,-12,5,0.2452,8,0.14931,2,0.30342
-10,15,1,0.25814,18,0.1831,1,0.19407
10,-2,1,0.15831,13,0.2075,1,0.25318
26,9,3,0.15921,10,0.20956,1,0.25293
-34,13,3,0.13886,39,0.28808,2,0.33432
-10,16,1,0.26275,22,0.19812,1,0.19584
10,-1,1,0.15293,31,0.20048,1,0.24496
26,10,3,0.1959,18,0.17222,2,0.2875
-34,14,4,0.14795,11,0.35241,2,0.31711
-82,1,3,0.31055,6,0.12625,2,0.10367
-10,17,1,0.26571,17,0.18163,1,0.16727
-58,-11,4,0.21692,6,0.12625,2,0.31369
10,0,1,0.15963,12,0.20657,1,0.21127
26,11,2,0.22407,14,0.14877,1,0.24558
-34,15,4,0.15771,29,0.30374,2,0.30487
-10,18,1,0.27015,18,0.1947,1,0.17218
-82,2,3,0.32855,8,0.14931,2,0.10018
-34,16,4,0.16161,8,0.36811,2,0.35014
10,1,1,0.15293,31,0.20048,1,0.22734
26,12,2,0.19819,16,0.15034,1,0.32239
-10,19,1,0.27597,13,0.1736,1,0.19585
-58,-10,5,0.24015,8,0.14931,2,0.2285
10,2,1,0.15831,13,0.2075,1,0.2139
-10,20,1,0.28205,25,0.18838,1,0.27669
26,13,2,0.20863,20,0.19501,2,0.20226
-34,17,2,0.19657,30,0.28518,2,0.27974
-82,3,3,0.31106,6,0.12625,2,0.085557
10,3,1,0.1565,30,0.19435,1,0.22507
-10,21,2,0.2431,18,0.18008,1,0.31157
-34,18,3,0.21754,9,0.40426,2,0.34761
26,14,2,0.22507,14,0.15421,2,0.11838
10,4,1,0.16053,14,0.19336,1,0.23055
-58,-9,4,0.2139,6,0.12625,2,0.18777
-10,22,2,0.25131,23,0.18787,1,0.30617
-34,19,2,0.21159,38,0.29161,2,0.29509
-82,4,3,0.32903,8,0.14931,2,0.093357
26,15,2,0.25221,12,0.20018,2,0.21727
-10,23,2,0.27337,18,0.17572,1,0.33809
10,5,1,0.16469,39,0.20209,1,0.24148
-34,20,3,0.21417,11,0.39732,2,0.30422
-10,24,2,0.28075,13,0.16503,1,0.32198
-34,21,2,0.23169,40,0.23339,2,0.39081
10,6,1,0.16732,14,0.19454,1,0.18897
26,16,2,0.23801,13,0.175,1,0.2894
-58,-8,5,0.23617,8,0.14931,2,0.19626
-82,5,3,0.31208,6,0.12625,2,0.097222
-10,25,3,0.30798,17,0.18025,1,0.30204
-34,22,2,0.23946,8,0.42675,1,0.40755
10,7,1,0.17969,17,0.18203,1,0.18472
-10,26,3,0.31614,18,0.173,1,0.33204
26,17,2,0.24906,10,0.17472,1,0.28295
-34,23,3,0.25267,21,0.1863,2,0.37508
-82,6,3,0.32999,8,0.14931,2,0.09446
-10,27,3,0.32183,19,0.19447,1,0.32715
10,8,1,0.18088,15,0.18656,1,0.20187
-58,-7,4,0.21146,6,0.12625,2,0.26447
-34,24,4,0.27631,9,0.45158,2,0.33241
26,18,2,0.26063,16,0.17958,2,0.22819
-10,28,3,0.32965,18,0.18887,2,0.26774
10,9,1,0.17403,24,0.17355,1,0.1908
-34,25,3,0.27054,15,0.41057,2,0.29939
-82,7,3,0.31259,6,0.12625,2,0.080258
-10,29,3,0.33516,13,0.17391,2,0.29651
26,19,1,0.30459,38,0.21002,2,0.23871
-34,26,4,0.2916,9,0.45504,2,0.44403
10,10,1,0.17866,34,0.2135,1,0.17891
-58,-6,5,0.23331,8,0.14931,2,0.19191
-10,30,4,0.3572,16,0.19145,1,0.35047
26,20,2,0.2695,35,0.19594,2,0.28832
-10,31,4,0.36217,10,0.18296,2,0.36158
-82,8,3,0.31878,8,0.14931,2,0.093441
26,21,1,0.32507,40,0.20385,2,0.30575
10,11,1,0.20366,12,0.17952,1,0.18205
-34,27,4,0.28721,14,0.16034,2,0.35079
26,22,2,0.28858,18,0.17457,1,0.31883
-58,-5,4,0.21024,6,0.12625,2,0.23475
-10,32,4,0.35957,9,0.38762,2,0.2555
10,12,1,0.20411,22,0.1958,1,0.16947
-34,28,3,0.287,13,0.15873,2,0.29331
26,23,1,0.33008,20,0.18044,2,0.32382
-82,9,3,0.30226,6,0.12625,2,0.13734
10,13,1,0.24146,18,0.18283,1,0.16815
-10,33,4,0.3676,9,0.39242,2,0.23443
26,24,1,0.33714,5,0.4396,2,0.35
-34,29,3,0.27782,12,0.13894,2,0.29632
-58,-4,5,0.23158,8,0.14931,2,0.2396
10,14,1,0.24242,23,0.19914,1,0.20522
-34,30,3,0.29993,12,0.14478,2,0.21554
-10,34,4,0.36648,9,0.40093,2,0.25248
-82,10,3,0.30973,8,0.14931,2,0.18776
26,25,2,0.31218,37,0.20085,2,0.29483
10,15,1,0.25814,18,0.18398,1,0.17375
-34,31,4,0.28209,11,0.13504,1,0.47239
26,26,2,0.3191,36,0.18991,2,0.45915
-58,-3,4,0.20963,6,0.12625,2,0.21758
-10,35,4,0.36969,9,0.40651,1,0.44138
-34,32,5,0.31,12,0.14595,1,0.4914
10,16,1,0.26275,22,0.19729,1,0.19952
-82,11,3,0.29214,6,0.12625,2,0.13976
26,27,3,0.33736,25,0.18362,1,0.37416
10,17,1,0.26571,17,0.18076,1,0.22249
-10,36,4,0.36706,9,0.41468,1,0.43474
-34,33,5,0.31108,11,0.13339,2,0.38232
-58,-2,5,0.23042,8,0.14931,2,0.18444
10,18,1,0.27015,18,0.19388,1,0.24253
26,28,2,0.3027,5,0.45717,2,0.31991
-34,34,5,0.29309,12,0.14428,2,0.38152
-10,37,4,0.37315,9,0.41865,1,0.43638
-82,12,3,0.30097,8,0.14931,2,0.2075
10,19,1,0.27597,13,0.17274,1,0.20447
26,29,2,0.30898,5,0.45917,2,0.28239
-10,38,4,0.37176,9,0.42741,1,0.44434
10,20,1,0.28205,25,0.18838,1,0.25597
-34,35,5,0.31608,13,0.14618,2,0.47928
-58,-1,4,0.20901,6,0.12625,2,0.27597
-82,13,2,0.22082,6,0.12625,2,0.31969
10,21,2,0.2431,18,0.18008,1,0.20922
-10,39,4,0.37842,8,0.46828,1,0.4454
26,30,3,0.34723,7,0.42949,1,0.40883
-34,36,4,0.32577,11,0.14191,2,0.37763
-82,14,2,0.23902,8,0.14931,2,0.094804
-10,40,4,0.38109,7,0.47654,1,0.45183
10,22,2,0.25131,23,0.18707,1,0.37341
26,31,3,0.3506,9,0.43343,2,0.39744
-34,37,4,0.31454,9,0.13171,2,0.42762
-82,15,2,0.22082,6,0.12625,2,0.24904
-10,41,4,0.3875,8,0.44523,2,0.2413
-58,0,5,0.22984,8,0.14931,2,0.21333
10,23,2,0.27337,18,0.17572,1,0.35613
26,32,3,0.34944,9,0.44243,1,0.4668
-10,42,3,0.36674,9,0.45336,2,0.21818
-34,38,4,0.33153,10,0.14251,2,0.33378
-82,16,2,0.23902,8,0.14931,2,0.099548
10,24,2,0.28075,13,0.16503,1,0.35144
26,33,4,0.35673,10,0.44665,2,0.41965
-10,43,3,0.37472,6,0.49132,2,0.21048
-34,39,5,0.34044,9,0.13549,2,0.32716
-82,17,2,0.22082,6,0.12625,2,0.15233
10,25,3,0.30447,17,0.18025,2,0.51094
26,34,4,0.37034,9,0.45504,1,0.46351
-10,44,3,0.37155,6,0.49775,2,0.29438
-58,1,4,0.20963,6,0.12625,2,0.17001
-34,40,6,0.35056,10,0.14541,2,0.3694
10,26,3,0.31109,18,0.173,2,0.17304
26,35,4,0.38735,9,0.45919,1,0.47222
-82,18,2,0.23902,8,0.14931,2,0.19484
-34,41,5,0.33953,8,0.13576,1,0.522
26,36,3,0.37527,8,0.46908,1,0.47043
10,27,3,0.31835,19,0.19373,2,0.19001
-10,45,3,0.37934,6,0.5,2,0.21761
26,37,3,0.38217,9,0.47178,1,0.48357
-34,42,6,0.34583,9,0.14379,1,0.53195
-58,2,5,0.23042,8,0.14931,2,0.18946
-82,19,2,0.22082,6,0.12625,2,0.25079
10,28,3,0.32625,18,0.18813,2,0.29146
-10,46,4,0.39932,5,0.51439,2,0.24724
26,38,4,0.38211,6,0.47975,2,0.26869
10,29,3,0.33456,13,0.17315,2,0.26643
-34,43,6,0.34583,8,0.13636,2,0.36381
-58,3,4,0.21024,6,0.12625,2,0.18041
-82,20,2,0.23902,8,0.14931,2,0.13978
26,39,5,0.39438,6,0.48285,1,0.48837
10,30,4,0.35666,16,0.19073,2,0.24087
-10,47,3,0.38472,5,0.51395,2,0.32842
-34,44,6,0.35765,8,0.14448,2,0.30499
10,31,4,0.36163,10,0.18223,2,0.32921
26,40,5,0.3908,5,0.51037,1,0.50372
-10,48,3,0.38317,5,0.52004,2,0.17553
-82,21,2,0.22082,6,0.12625,2,0.19787
-58,4,5,0.23158,8,0.14931,2,0.17096
10,32,4,0.35904,9,0.3882,2,0.49007
-34,45,7,0.36054,7,0.12552,2,0.30544
26,41,5,0.39402,5,0.12881,1,0.5028
-10,49,3,0.39127,5,0.5205,1,0.55777
10,33,4,0.36708,9,0.39299,1,0.41843
-58,5,4,0.21146,6,0.12625,2,0.18621
-82,22,2,0.23902,8,0.14931,2,0.13523
-34,46,5,0.36054,9,0.14794,2,0.21777
26,42,6,0.39735,5,0.13105,1,0.51028
-10,50,3,0.3871,5,0.52734,2,0.335
10,34,4,0.36597,9,0.40149,1,0.43215
-34,47,6,0.35806,6,0.12625,2,0.19554
-82,23,2,0.22082,6,0.12625,2,0.25854
26,43,5,0.40555,8,0.13595,2,0.1331
-58,6,5,0.23331,8,0.14931,2,0.24188
10,35,4,0.36715,9,0.40706,1,0.43288
-34,48,6,0.37184,8,0.14931,2,0.18382
26,44,5,0.40724,7,0.13674,2,0.13281
-10,51,4,0.412,5,0.52915,2,0.19864
-82,24,2,0.23902,8,0.14931,2,0.15179
-58,7,4,0.2139,6,0.12625,2,0.20804
10,36,4,0.36507,9,0.41522,1,0.45072
26,45,6,0.41875,9,0.1452,2,0.21505
-34,49,5,0.37184,6,0.12625,2,0.18136
-10,52,4,0.41449,5,0.53415,2,0.22624
-82,25,2,0.22082,6,0.12625,2,0.18359
10,37,4,0.37315,9,0.41918,1,0.44544
26,46,8,0.38376,7,0.14041,2,0.31959
-34,50,5,0.37735,8,0.14931,2,0.28783
-58,8,5,0.23617,8,0.14931,2,0.1875
-82,26,2,0.23902,8,0.14931,2,0.21587
-10,53,4,0.42466,12,0.16199,2,0.21235
10,38,4,0.37128,9,0.42793,1,0.48705
26,47,7,0.37539,10,0.14204,1,0.53012
-34,51,4,0.31189,6,0.12625,1,0.54579
10,39,4,0.37795,8,0.46878,1,0.47141
-10,54,6,0.37461,11,0.16349,2,0.19967
-82,27,2,0.22082,6,0.12625,2,0.15842
-58,9,4,0.21692,6,0.12625,2,0.34194
10,40,4,0.38109,7,0.47702,1,0.47685
-34,52,4,0.33087,8,0.14931,1,0.5386
26,48,7,0.38352,9,0.15273,2,0.13102
-10,55,5,0.3484,7,0.12552,2,0.21318
-82,28,2,0.23902,8,0.14931,2,0.13689
10,41,4,0.3875,8,0.44572,2,0.18293
-34,53,4,0.33042,6,0.12625,1,0.54478
26,49,8,0.38882,7,0.12552,1,0.53309
-58,10,5,0.24015,8,0.14931,2,0.20837
-10,56,5,0.36462,8,0.13959,2,0.2504
-82,29,2,0.22082,6,0.12625,2,0.14948
10,42,3,0.36674,9,0.45383,2,0.2158
-34,54,4,0.34797,8,0.14931,2,0.13562
26,50,9,0.4006,8,0.14169,1,0.5386
-82,30,2,0.23902,8,0.14931,2,0.13933
-10,57,5,0.36054,6,0.12625,2,0.23028
-58,11,4,0.22112,6,0.12625,2,0.25041
10,43,3,0.37472,6,0.49132,1,0.48591
-34,55,3,0.2988,6,0.12625,2,0.14049
26,51,4,0.33667,7,0.12625,1,0.52968
-10,58,5,0.37618,8,0.14931,2,0.17707
-82,31,2,0.22082,6,0.12625,2,0.12981
10,44,3,0.37155,6,0.49775,2,0.24962
-58,12,5,0.2452,8,0.14931,2,0.1477
10,45,3,0.37934,6,0.5,1,0.51834
26,52,4,0.35348,9,0.14931,1,0.53776
-34,56,2,0.23902,8,0.14931,2,0.12721
-10,59,5,0.37184,6,0.12625,2,0.16437
-82,32,2,0.23902,8,0.14931,2,0.16539
10,46,4,0.39932,5,0.51439,1,0.52997
-58,13,4,0.22035,6,0.12625,2,0.26094
-10,60,4,0.38694,8,0.14931,2,0.22231
-34,57,2,0.22082,6,0.12625,2,0.10759
26,53,4,0.3484,6,0.12625,1,0.52871
-82,33,2,0.22082,6,0.12625,2,0.16087
10,47,3,0.38472,5,0.51395,2,0.24127
-34,58,2,0.23902,8,0.14931,2,0.10404
10,48,3,0.38317,5,0.52004,2,0.16878
-58,14,4,0.2675,8,0.14931,2,0.22394
-82,34,2,0.23902,8,0.14931,2,0.12226
26,54,4,0.36462,8,0.14931,1,0.53497
-10,61,4,0.38237,6,0.12625,2,0.21468
10,49,3,0.39127,5,0.5205,1,0.52686
-82,35,2,0.22082,6,0.12625,2,0.12295
-34,59,2,0.22082,6,0.12625,2,0.13328
-58,15,4,0.24849,6,0.12625,2,0.23267
26,55,5,0.37343,6,0.12625,2,0.24037
10,50,3,0.3871,5,0.52734,2,0.18525
-10,62,4,0.39697,8,0.14931,2,0.17667
-82,36,2,0.23902,8,0.14931,2,0.15439
10,51,4,0.412,5,0.52915,2,0.2107
26,56,5,0.38844,8,0.14931,2,0.19228
-34,60,2,0.23902,8,0.14931,1,0.53958
-58,16,4,0.27709,8,0.14931,2,0.23539
-82,37,2,0.22082,6,0.12625,2,0.14995
-10,63,4,0.39218,6,0.12625,2,0.12829
10,52,4,0.41449,5,0.53415,2,0.14212
26,57,5,0.3858,6,0.12625,1,0.54194
-82,38,2,0.23902,8,0.14931,2,0.11273
-34,61,2,0.22082,6,0.12625,1,0.53382
-58,17,4,0.27625,6,0.12625,2,0.28155
-10,64,4,0.40632,8,0.14931,2,0.14996
-82,39,2,0.22082,6,0.12625,2,0.11634
10,53,4,0.42466,12,0.16132,2,0.19833
-34,62,2,0.23902,8,0.14931,1,0.53714
26,58,5,0.40024,8,0.14931,2,0.14109
-10,65,4,0.40096,6,0.12625,2,0.14733
-58,18,4,0.28477,8,0.14931,2,0.23047
-82,40,2,0.23902,8,0.14931,2,0.13711
26,59,4,0.37929,6,0.12625,1,0.53114
10,54,6,0.37461,11,0.16349,2,0.2349
-34,63,2,0.22082,6,0.12625,2,0.14545
-10,66,4,0.41471,8,0.14931,2,0.11419
-58,19,4,0.29459,6,0.12625,2,0.29941
-82,41,2,0.22082,6,0.12625,2,0.11823
10,55,5,0.3484,7,0.12552,2,0.21998
-34,64,2,0.23902,8,0.14931,2,0.14518
26,60,4,0.38769,8,0.14931,1,0.53448
-58,20,5,0.31069,8,0.14931,2,0.20159
-10,67,4,0.41055,6,0.12625,2,0.22824
-82,42,2,0.23902,8,0.14931,2,0.099001
26,61,5,0.39403,6,0.12625,1,0.53114
-34,65,2,0.22082,6,0.12625,2,0.12798
10,56,5,0.36462,8,0.13959,2,0.18894
-58,21,4,0.28824,6,0.12625,2,0.22359
-82,43,2,0.22082,6,0.12625,2,0.10619
-10,68,4,0.41745,8,0.14931,2,0.20852
26,62,5,0.41089,8,0.14931,1,0.53545
-34,66,2,0.23902,8,0.14931,2,0.1486
10,57,5,0.36054,6,0.12625,2,0.24545
-58,22,5,0.30583,8,0.14931,2,0.23239
-82,44,2,0.23902,8,0.14931,2,0.11517
-10,69,4,0.41124,6,0.12625,2,0.1344
-34,67,2,0.22082,6,0.12625,2,0.14083
26,63,5,0.39587,6,0.12625,1,0.52968
10,58,5,0.37618,8,0.14931,2,0.18745
-58,23,4,0.28729,6,0.12625,2,0.24023
-82,45,2,0.22082,6,0.12625,2,0.13978
-10,70,5,0.44007,8,0.14931,2,0.14545
-34,68,2,0.23902,8,0.14931,2,0.14873
26,64,4,0.35404,8,0.14931,1,0.53594
10,59,5,0.37184,6,0.12625,2,0.16092
-82,46,2,0.23902,8,0.14931,2,0.096601
-58,24,5,0.30299,8,0.14931,2,0.21507
-10,71,4,0.42185,6,0.12625,2,0.10036
-34,69,2,0.22082,6,0.12625,2,0.16058
10,60,4,0.38694,8,0.14931,2,0.15597
26,65,4,0.32607,6,0.12625,1,0.55204
-82,47,2,0.22082,6,0.12625,2,0.12569
-58,25,4,0.28843,6,0.12625,2,0.26482
-10,72,3,0.39535,8,0.14931,2,0.13379
-34,70,2,0.23902,8,0.14931,1,0.55275
-82,48,2,0.23902,8,0.14931,2,0.094374
10,61,4,0.38237,6,0.12625,2,0.11983
26,66,3,0.32999,8,0.14931,2,0.12061
-58,26,5,0.30382,8,0.14931,2,0.21833
-10,73,3,0.38502,6,0.12625,2,0.15195
-82,49,2,0.22082,6,0.12625,2,0.11759
-34,71,2,0.22082,6,0.12625,1,0.54399
26,67,3,0.31664,6,0.12625,1,0.53591
10,62,4,0.39697,8,0.14931,2,0.1599
-82,50,2,0.23902,8,0.14931,2,0.093609
-34,72,2,0.23902,8,0.14931,1,0.55066
-10,74,3,0.39535,8,0.14931,2,0.15025
-58,27,4,0.28582,6,0.12625,2,0.21739
26,68,3,0.32999,8,0.14931,2,0.10906
-82,51,2,0.22082,6,0.12625,2,0.08011
10,63,4,0.39218,6,0.12625,2,0.18236
-34,73,2,0.22082,6,0.12625,2,0.16736
-10,75,3,0.38502,6,0.12625,2,0.16487
-58,28,6,0.30444,8,0.14931,2,0.17863
26,69,2,0.22082,6,0.12625,2,0.11989
-34,74,2,0.23902,8,0.14931,2,0.15306
-82,52,2,0.23902,8,0.14931,2,0.095495
10,64,4,0.40632,8,0.14931,2,0.22866
-10,76,3,0.38421,8,0.14931,2,0.17803
26,70,2,0.23902,8,0.14931,1,0.53497
-34,75,2,0.22082,6,0.12625,2,0.15307
-58,29,4,0.29109,6,0.12625,2,0.16281
-82,53,2,0.22082,6,0.12625,2,0.095707
-10,77,3,0.3734,6,0.12625,2,0.16097
26,71,2,0.22082,6,0.12625,1,0.53394
10,65,4,0.40096,6,0.12625,2,0.17707
-34,76,2,0.23902,8,0.14931,2,0.13729
26,72,2,0.23902,8,0.14931,1,0.54091
-82,54,2,0.23902,8,0.14931,2,0.094118
-58,30,6,0.30791,8,0.14931,2,0.19064
-10,78,4,0.39691,8,0.14931,2,0.16092
10,66,4,0.41471,8,0.14931,2,0.19773
-34,77,2,0.22082,6,0.12625,2,0.10858
-82,55,2,0.22082,6,0.12625,2,0.11877
26,73,2,0.22082,6,0.12625,2,0.12861
-10,79,3,0.38133,6,0.12625,2,0.17061
-34,78,2,0.23902,8,0.14931,2,0.16323
-58,31,4,0.27888,6,0.12625,2,0.21404
-82,56,2,0.23902,8,0.14931,2,0.099822
26,74,2,0.23902,8,0.14931,2,0.10369
10,67,4,0.41055,6,0.12625,2,0.22634
-34,79,2,0.22082,6,0.12625,2,0.14174
-10,80,3,0.37972,8,0.14931,2,0.15947
-58,32,4,0.28292,8,0.14931,2,0.19031
-82,57,2,0.22082,6,0.12625,2,0.11668
-34,80,2,0.23902,8,0.14931,2,0.17747
26,75,2,0.22082,6,0.12625,2,0.11386
-82,58,2,0.23902,8,0.14931,2,0.094288
-10,81,3,0.36871,6,0.12625,2,0.15287
10,68,4,0.41745,8,0.14931,2,0.14808
-58,33,2,0.22082,6,0.12625,2,0.19044
-82,59,2,0.22082,6,0.12625,2,0.11844
26,76,2,0.23902,8,0.14931,2,0.15091
-34,81,2,0.22082,6,0.12625,1,0.58244
-10,82,3,0.36499,8,0.14931,2,0.12281
10,69,4,0.41124,6,0.12625,2,0.19292
26,77,2,0.22082,6,0.12625,1,0.53016
-82,60,2,0.23902,8,0.14931,2,0.093107
-34,82,2,0.23902,8,0.14931,1,0.57381
-58,34,2,0.23902,8,0.14931,2,0.16786
10,70,5,0.43975,8,0.14931,2,0.14973
-10,83,2,0.22082,6,0.12625,2,0.12301
26,78,2,0.23902,8,0.14931,2,0.079782
-82,61,2,0.22082,6,0.12625,2,0.076357
-34,83,2,0.22082,6,0.12625,1,0.53676
-10,84,2,0.23902,8,0.14931,2,0.12212
26,79,2,0.22082,6,0.12625,2,0.13628
-58,35,2,0.22082,6,0.12625,2,0.18474
10,71,4,0.42185,6,0.12625,2,0.1458
-82,62,2,0.23902,8,0.14931,2,0.094086
