N,number,POD:n,POD:time,POD:memory,POD:Jaqqard,PODH:n,PODH:time,PODH:memory,PODH:Jaqqard,Hough: n,Hough:time,Hough:memory,Hough:Jaqqard
1,1,1,16.5935,1.844674407307629e+19,0.90476,1,42.9427,1604366400,0.90476,4,0.84029,0,0.53333
2,1,1,18.791,1.844674407256276e+19,0.90476,1,42.984,2020386416,0.90476,4,0.8257,0,0.53333
3,1,1,18.7054,1.844674407234264e+19,0.90476,1,42.4105,1640073696,0.90476,4,0.81582,0,0.53333
4,1,1,18.3862,1.844674407224575e+19,0.90476,1,39.8294,14772765648,0.90476,4,0.73506,298352,0.53333
5,1,1,17.1166,1.84467440730416e+19,0.90476,1,41.9424,2978232960,0.90476,4,0.82784,0,0.53333
6,1,1,18.6941,279607680,0.90476,1,40.865,2885097840,0.90476,4,0.82866,0,0.53333
7,1,1,18.4452,1.844674407231805e+19,0.90476,1,42.3066,1604333568,0.90476,4,0.79454,0,0.53333
8,1,1,18.2932,1.844674407224575e+19,0.90476,1,40.4753,8298397136,0.90476,4,0.73412,298352,0.53333
9,1,1,17.096,1639619968,0.90476,1,38.2825,14354898960,0.90476,4,0.72833,298352,0.53333
10,1,1,17.1948,1.844674407310639e+19,0.90476,1,40.2879,3676354912,0.90476,4,0.8089,0,0.53333
1,2,2,17.1128,82278480,0.96774,2,35.1773,14106177584,0.96774,3,3.438,2018080,0.61635
2,2,2,15.387,1.844674407357083e+19,0.96774,2,38.7451,6149485472,0.96774,3,3.7996,0,0.61635
3,2,2,16.164,1.844674407246988e+19,0.96774,2,41.5202,2283577104,0.96774,3,3.8889,0,0.61635
4,2,2,16.6879,1.844674407255393e+19,0.96774,2,41.0557,1801959184,0.96774,3,3.9781,0,0.61635
5,2,2,16.885,1.844674407289648e+19,0.96774,2,41.3417,1916212432,0.96774,3,3.9001,0,0.61635
6,2,2,16.749,1.844674407272909e+19,0.96774,2,40.5945,2364439600,0.96774,3,3.9767,0,0.61635
7,2,2,16.9255,1.844674407240184e+19,0.96774,2,39.1964,13334009696,0.96774,3,3.3869,2018096,0.61635
8,2,2,15.0811,311428992,0.96774,2,36.9896,13953648496,0.96774,3,3.3011,2018096,0.61635
9,2,2,14.8686,143347440,0.96774,2,38.5827,3411909440,0.96774,3,4.03,0,0.61635
10,2,2,16.8596,1.844674407289728e+19,0.96774,2,39.0676,14164605440,0.96774,3,3.3681,2018080,0.61635
1,3,3,16.1365,1.844674407321075e+19,0.96791,3,39.8658,13043680480,0.96791,4,5.0266,2907632,0.52055
2,3,3,15.9103,178070208,0.96791,3,38.9461,9768168240,0.96791,4,5.1615,2907632,0.52055
3,3,3,16.2553,1.844674407258986e+19,0.96791,3,40.8882,4365795296,0.96791,4,5.7472,0,0.52055
4,3,3,17.7412,1.844674407350761e+19,0.96791,3,39.1544,5733126768,0.96791,4,5.7255,0,0.52055
5,3,3,17.5257,1.84467440734561e+19,0.96791,3,37.7571,5753284480,0.96791,4,5.55,0,0.52055
6,3,3,17.0699,1.844674407224575e+19,0.96791,3,40.4586,1631019584,0.96791,4,5.8164,0,0.52055
7,3,3,17.4803,1087211328,0.96791,3,36.8658,14599743664,0.96791,4,4.8122,2907632,0.52055
8,3,3,15.5396,1.844674407363036e+19,0.96791,3,41.0968,1670223984,0.96791,4,5.4733,944624,0.52055
9,3,3,15.801,74022144,0.96791,3,41.1954,1657543472,0.96791,4,5.7804,0,0.52055
10,3,3,17.4673,1.844674407267442e+19,0.96791,3,39.843,1617145184,0.96791,4,5.7583,0,0.52055
1,4,4,17.4456,1.844674407234538e+19,0.9685,4,41.5301,1836032720,0.9685,8,5.5198,0,0.61348
2,4,4,17.0486,1.844674407250623e+19,0.9685,4,39.3273,3235211488,0.9685,8,5.6689,0,0.61348
3,4,4,17.3517,1.844674407224578e+19,0.9685,4,41.3283,1785484336,0.9685,8,5.7506,0,0.61348
4,4,4,17.4939,1.844674407279855e+19,0.9685,4,41.2594,1604333632,0.9685,8,5.4501,0,0.61348
5,4,4,16.9786,1.84467440733735e+19,0.9685,4,40.6493,1604335184,0.9685,8,5.7611,0,0.61348
6,4,4,17.7643,1.844674407240559e+19,0.9685,4,40.852,1604333616,0.9685,8,5.8026,0,0.61348
7,4,4,17.7207,1.844674407290526e+19,0.9685,4,37.5247,13607464912,0.9685,8,4.9666,2956912,0.61348
8,4,4,15.538,1.844674407284584e+19,0.9685,4,40.3967,1969239520,0.9685,8,5.7348,0,0.61348
9,4,4,17.5851,1.844674407348209e+19,0.9685,4,39.8813,2785937648,0.9685,8,5.5097,1584,0.61348
10,4,4,17.0688,1.844674407297144e+19,0.9685,4,38.7324,8002493664,0.9685,8,5.6404,0,0.61348
1,5,5,17.401,1.844674407263597e+19,0.74788,5,39.0975,12701246176,0.74788,4,8.1625,5280432,0.74036
2,5,5,16.1889,1.844674407360818e+19,0.74788,5,37.2259,14735311008,0.74788,4,7.9141,5280416,0.74036
3,5,5,15.5662,1.844674407294049e+19,0.74788,5,38.7765,11033631984,0.74788,4,7.7288,5280416,0.74036
4,5,5,15.6985,922320128,0.74788,5,38.4122,2312255472,0.74788,4,9.1326,0,0.74036
5,5,5,17.5669,1.844674407243012e+19,0.74788,5,39.5276,1604333664,0.74788,4,9.2689,0,0.74036
6,5,5,17.8835,1.84467440736871e+19,0.74788,5,40.5537,3086613600,0.74788,4,9.1952,0,0.74036
7,5,5,17.4768,1088873056,0.74788,5,37.7998,4955860464,0.74788,4,9.1197,0,0.74036
8,5,5,17.5171,278838912,0.74788,5,39.2183,1717791056,0.74788,4,9.3734,0,0.74036
9,5,5,17.7979,1.844674407336615e+19,0.74788,5,40.0225,8873817424,0.74788,4,8.1329,5280416,0.74036
10,5,5,15.9018,1.844674407313248e+19,0.74788,5,41.0993,1683061152,0.74788,4,9.2167,0,0.74036
1,6,6,17.4629,1332615648,0.96985,6,37.4924,13456834960,0.96985,4,9.8046,7032624,0.82045
2,6,6,16.0937,347503232,0.96985,6,39.2811,5849068544,0.96985,4,11.0477,0,0.82045
3,6,6,17.5564,1.844674407296056e+19,0.96985,6,41.4983,2802343472,0.96985,4,11.0765,0,0.82045
4,6,6,17.644,1.844674407329944e+19,0.96985,6,38.8818,5827499184,0.96985,4,10.9191,0,0.82045
5,6,6,17.5123,1.844674407262418e+19,0.96985,6,39.3039,2979615856,0.96985,4,11.2277,0,0.82045
6,6,6,17.7579,1.844674407329913e+19,0.96985,6,37.7243,14753403392,0.96985,4,9.784,7032624,0.82045
7,6,6,16.0729,127166784,0.96985,6,37.5599,13458746832,0.96985,4,9.9435,7032624,0.82045
8,6,6,16.0349,1.844674407237419e+19,0.96985,6,39.4095,13559318016,0.96985,4,9.5748,7032624,0.82045
9,6,6,15.8003,1.84467440722511e+19,0.96985,6,40.9591,1604366544,0.96985,4,10.5512,0,0.82045
10,6,6,17.0279,1.844674407224575e+19,0.96985,6,40.9314,2447475712,0.96985,4,11.0538,0,0.82045
1,7,7,17.5976,353917712,0.96382,7,36.9065,15467635104,0.96382,5,9.9418,7341488,0.69807
2,7,7,16.1306,1.844674407339678e+19,0.96382,7,39.4212,13827498160,0.96382,5,9.8588,7341488,0.69807
3,7,7,15.9974,1.84467440732301e+19,0.96382,7,39.2433,14138561248,0.96382,5,9.6794,7341488,0.69807
4,7,7,15.9181,1.844674407230441e+19,0.96382,7,39.0609,13442116240,0.96382,5,9.6148,7341488,0.69807
5,7,7,15.8487,1.844674407272939e+19,0.96382,7,38.7981,12067829760,0.96382,5,9.8275,7341488,0.69807
6,7,7,15.8795,1.844674407293411e+19,0.96382,7,39.3695,1614506336,0.96382,5,10.5299,6108096,0.69807
7,7,7,15.958,1.844674407294778e+19,0.96382,7,38.3841,6210173264,0.96382,5,10.8831,0,0.69807
8,7,7,17.5031,1.8446744072976e+19,0.96382,7,39.1846,1812127760,0.96382,5,10.9947,0,0.69807
9,7,7,17.4077,419381200,0.96382,7,39.202,14179922816,0.96382,5,9.6373,7341488,0.69807
10,7,7,15.9697,1.844674407326231e+19,0.96382,7,39.0794,12508463168,0.96382,5,9.3155,7341488,0.69807
1,8,8,15.5734,1.844674407245786e+19,0.82097,8,37.6351,13571871152,0.82097,19,13.6695,11486064,0.3975
2,8,8,15.5495,1.844674407313895e+19,0.82097,8,37.3419,4956011232,0.82097,19,15.587,0,0.3975
3,8,8,17.1502,1.844674407229598e+19,0.82097,8,38.4183,6512535872,0.82097,19,14.9391,0,0.3975
4,8,8,16.944,1.844674407224846e+19,0.82097,8,39.2863,1794761232,0.82097,19,14.8759,0,0.3975
5,8,8,17.0225,568889760,0.82097,8,38.6965,3937561616,0.82097,19,14.9913,0,0.3975
6,8,8,17.0156,1.844674407281234e+19,0.82097,8,38.9193,13486432160,0.82097,19,13.6688,11486064,0.3975
7,8,8,15.8768,1.844674407232621e+19,0.82097,8,38.2896,12975998528,0.82097,19,13.2725,11486064,0.3975
8,8,8,15.1457,1639739184,0.82097,8,37.1233,4888290128,0.82097,19,15.0319,0,0.3975
9,8,8,16.78,91676224,0.82097,8,39.1441,2033079200,0.82097,19,15.8033,48,0.3975
10,8,8,17.3146,1145367456,0.82097,8,39.9456,13548937424,0.82097,19,13.2424,11486064,0.3975
1,9,8,15.5458,1.844674407367833e+19,0.96596,8,36.3981,6694916848,0.96596,7,12.2029,0,0.53571
2,9,8,16.856,1.844674407277933e+19,0.96596,8,39.665,1853698704,0.96596,7,12.6218,0,0.53571
3,9,8,17.4338,1.844674407314064e+19,0.96596,8,38.9101,6667499360,0.96596,7,12.6303,0,0.53571
4,9,8,17.3808,1.84467440722995e+19,0.96596,8,39.3451,4393919184,0.96596,7,12.5727,0,0.53571
5,9,8,17.4434,1.844674407327315e+19,0.96596,8,39.9887,2172660624,0.96596,7,11.9297,0,0.53571
6,9,8,16.8307,768458736,0.96596,8,35.3386,15467634096,0.96596,7,11.06,7043856,0.53571
7,9,8,16.8876,1.844674407250296e+19,0.96596,8,39.8431,1604335200,0.96596,7,12.5267,0,0.53571
8,9,8,17.3236,1.844674407229166e+19,0.96596,8,38.8558,6698009440,0.96596,7,12.4958,0,0.53571
9,9,8,17.3472,1.844674407224575e+19,0.96596,8,40.0211,2562198336,0.96596,7,12.5715,0,0.53571
10,9,8,17.3119,186298976,0.96596,8,40.8244,2253766912,0.96596,7,12.2852,0,0.53571
1,10,10,17.1433,1.844674407250475e+19,0.96689,10,41.0806,2176624496,0.96689,8,17.0526,0,0.54659
2,10,10,17.6111,1.844674407325303e+19,0.96689,10,38.0059,14339063424,0.96689,8,15.0068,13874560,0.54659
3,10,10,16.0174,1.844674407225537e+19,0.96689,10,39.9218,2944114576,0.96689,8,17.0603,0,0.54659
4,10,10,17.5288,1.844674407230514e+19,0.96689,10,35.2038,14427009872,0.96689,8,14.936,13871232,0.54659
5,10,10,15.7844,1.844674407330424e+19,0.96689,10,39.0347,6060684352,0.96689,8,16.9392,0,0.54659
6,10,10,17.48,64049024,0.96689,10,35.8801,15467586672,0.96689,8,15.4146,13871248,0.54659
7,10,10,15.4074,1639746400,0.96689,10,34.5382,13814366576,0.96689,8,14.999,13871232,0.54659
8,10,10,15.6974,1.844674407301671e+19,0.96689,10,39.667,1623064640,0.96689,8,15.9497,0,0.54659
9,10,10,16.7244,1.84467440734741e+19,0.96689,10,35.5723,13002371728,0.96689,8,14.8495,13871232,0.54659
10,10,10,15.7131,1.8446744072838e+19,0.96689,10,38.9825,12636085312,0.96689,8,14.6177,13871232,0.54659
1,11,11,15.6688,1.844674407240945e+19,0.96788,11,38.8039,14016301200,0.96788,14,15.3073,15383872,0.53194
2,11,11,15.1595,1.844674407259212e+19,0.96788,11,40.9783,2293942288,0.96788,14,18.2686,0,0.53194
3,11,11,17.4531,1.844674407325415e+19,0.96788,11,36.9187,13518663360,0.96788,14,15.7416,15383872,0.53194
4,11,11,15.4872,158866784,0.96788,11,38.1967,5935940000,0.96788,14,17.1288,10983600,0.53194
5,11,11,15.1824,1.844674407231617e+19,0.96788,11,40.0953,1958970448,0.96788,14,17.8818,0,0.53194
6,11,11,17.1544,1.844674407224578e+19,0.96788,11,38.732,5681018048,0.96788,14,18.2158,0,0.53194
7,11,11,17.3819,1.844674407323823e+19,0.96788,11,40.242,1714006976,0.96788,14,17.8652,0,0.53194
8,11,11,17.1614,1.844674407235034e+19,0.96788,11,40.3221,2091123552,0.96788,14,17.2166,0,0.53194
9,11,11,16.4406,1.844674407260967e+19,0.96788,11,36.4958,13426655056,0.96788,14,15.1532,15383872,0.53194
10,11,11,15.2051,1.844674407267698e+19,0.96788,11,37.8876,6400501264,0.96788,14,17.1744,0,0.53194
1,12,12,16.7938,1.844674407340082e+19,0.96117,12,39.0345,4108973088,0.96117,5,13.2385,0,0.71614
2,12,12,16.1549,1.844674407234606e+19,0.96117,12,40.412,1604399696,0.96117,5,13.3069,272,0.71614
3,12,12,16.7997,1.844674407269226e+19,0.96117,12,40.4904,2343867472,0.96117,5,13.9108,0,0.71614
4,12,12,17.3367,1.844674407272586e+19,0.96117,12,36.3552,13920509440,0.96117,5,12.0814,11336768,0.71614
5,12,12,15.6617,866753600,0.96117,12,38.2874,14412003040,0.96117,5,12.0555,11336768,0.71614
6,12,12,15.5348,1639750640,0.96117,12,36.6483,2932070064,0.96117,5,13.8959,0,0.71614
7,12,12,17.1165,1.844674407224575e+19,0.96117,12,39.041,12235524704,0.96117,5,12.1986,11336768,0.71614
8,12,12,15.6085,1.844674407249859e+19,0.96117,12,40.3658,2460017344,0.96117,5,13.5696,0,0.71614
9,12,12,17.2563,1.844674407273167e+19,0.96117,12,36.286,3248522032,0.96117,5,13.2787,0,0.71614
10,12,12,16.7854,1.844674407274889e+19,0.96117,12,38.4133,14018604672,0.96117,5,11.6099,11336768,0.71614
1,13,13,15.2939,1.844674407330316e+19,0.95151,13,38.8063,1809399584,0.95151,2,23.7547,0,0.78835
2,13,13,16.8217,1.844674407294301e+19,0.95151,13,39.4174,3397994256,0.95151,2,23.447,0,0.78835
3,13,13,16.888,1.844674407262949e+19,0.95151,13,38.6491,9350599760,0.95151,2,21.6815,23293584,0.78835
4,13,13,15.6543,1.844674407358719e+19,0.95151,13,40.6786,2136853280,0.95151,2,24.3773,0,0.78835
5,13,13,17.051,1.844674407241653e+19,0.95151,13,36.8628,14001243184,0.95151,2,21.5026,23293584,0.78835
6,13,13,15.65,1.844674407343926e+19,0.95151,13,39.8473,1797628624,0.95151,2,23.3701,0,0.78835
7,13,13,16.7026,1.844674407249466e+19,0.95151,13,38.4744,1942054688,0.95151,2,23.254,11745344,0.78835
8,13,13,15.6086,1.844674407324484e+19,0.95151,13,37.9874,1894124016,0.95151,2,24.5539,0,0.78835
9,13,13,17.3639,1.844674407224575e+19,0.95151,13,38.8604,1604334176,0.95151,2,24.5755,0,0.78835
10,13,13,17.5128,1.844674407255687e+19,0.95151,13,41.1673,1786062736,0.95151,2,23.2775,0,0.78835
1,14,14,16.997,1.844674407250685e+19,0.96714,14,39.2533,13460962640,0.96714,5,18.3982,21201216,0.70668
2,14,14,15.4073,1.844674407325674e+19,0.96714,14,40.481,3309578368,0.96714,5,20.8609,0,0.70668
3,14,14,16.6295,1.844674407238892e+19,0.96714,14,36.6599,15467548736,0.96714,5,19.2329,21201216,0.70668
4,14,14,15.6541,1639748464,0.96714,14,38.3298,2773683312,0.96714,5,22.0561,0,0.70668
5,14,14,17.0943,1.844674407317037e+19,0.96714,14,39.4285,1604333568,0.96714,5,20.6522,0,0.70668
6,14,14,16.8566,1.844674407293903e+19,0.96714,14,41.1042,2321283216,0.96714,5,21.3416,0,0.70668
7,14,14,16.8545,183791664,0.96714,14,38.4131,1604366400,0.96714,5,20.7855,0,0.70668
8,14,14,16.6566,1.84467440725595e+19,0.96714,14,38.3376,14787788368,0.96714,5,18.8986,21201216,0.70668
9,14,14,15.4591,1.844674407317353e+19,0.96714,14,40.9376,1604333568,0.96714,5,21.3162,0,0.70668
10,14,14,16.7701,1.844674407224575e+19,0.96714,14,37.6602,14170258592,0.96714,5,18.2127,21201216,0.70668
1,15,15,15.6151,650525472,0.97113,15,37.5029,2402830432,0.97113,12,28.2806,0,0.54516
2,15,15,17.0698,1.8446744072627e+19,0.97113,15,38.0308,12457311520,0.97113,12,24.8632,30011168,0.54516
3,15,15,15.8019,445097872,0.97113,15,38.6671,13132316880,0.97113,12,24.3373,30011168,0.54516
4,15,15,15.4856,1.844674407313478e+19,0.97113,15,38.4294,2169576624,0.97113,12,26.645,0,0.54516
5,15,15,16.6913,1.844674407276775e+19,0.97113,15,40.1038,2654572016,0.97113,12,27.6018,0,0.54516
6,15,15,17.1057,25118432,0.97113,15,38.9023,4679727008,0.97113,12,27.9507,0,0.54516
7,15,15,16.8592,1.844674407336885e+19,0.97113,15,38.6383,2203957024,0.97113,12,27.8312,128,0.54516
8,15,15,16.9729,1.844674407341297e+19,0.97113,15,38.3919,4396551504,0.97113,12,27.1617,0,0.54516
9,15,15,16.8062,1.844674407228572e+19,0.97113,15,38.4317,13941634192,0.97113,12,23.416,30011168,0.54516
10,15,15,15.2445,122662800,0.97113,15,39.9698,2828529968,0.97113,12,27.5218,0,0.54516
1,16,16,17.0172,1061875488,0.96617,16,37.9092,3507400384,0.96617,11,27.1261,0,0.63775
2,16,16,17.2567,1.844674407224575e+19,0.96617,16,38.162,2309581520,0.96617,11,27.2627,0,0.63775
3,16,16,17.4357,1.844674407224575e+19,0.96617,16,40.2012,1792760976,0.96617,11,25.7595,0,0.63775
4,16,16,16.9654,1.844674407303091e+19,0.96617,16,38.9389,2627597376,0.96617,11,26.6397,0,0.63775
5,16,16,16.869,1.844674407250601e+19,0.96617,16,38.0389,14150684128,0.96617,11,23.3333,29547888,0.63775
6,16,16,15.1526,1.844674407351943e+19,0.96617,16,38.5896,2076721664,0.96617,11,26.6996,0,0.63775
7,16,16,16.8349,1.844674407370503e+19,0.96617,16,34.6858,15236440464,0.96617,11,23.3596,29547888,0.63775
8,16,16,15.3031,1385148976,0.96617,16,40.3864,2246969568,0.96617,11,25.9593,0,0.63775
9,16,16,16.6103,1.84467440727385e+19,0.96617,16,37.7038,2112266992,0.96617,11,27.0683,0,0.63775
10,16,16,17.179,1.844674407298636e+19,0.96617,16,35.1805,15467650480,0.96617,11,22.4626,29547888,0.63775
1,17,17,15.5129,915448864,0.96562,17,35.8417,4453529520,0.96562,9,24.7408,33669360,0.76156
2,17,17,15.0501,1.844674407267156e+19,0.96562,17,38.8286,1615519440,0.96562,9,28.2993,0,0.76156
3,17,17,16.5081,1.844674407272184e+19,0.96562,17,38.6392,2382309664,0.96562,9,27.9672,144,0.76156
4,17,17,16.3198,1.844674407311064e+19,0.96562,17,37.6567,13306424752,0.96562,9,24.9737,33669392,0.76156
5,17,17,14.9714,1.844674407324976e+19,0.96562,17,37.3601,1613519088,0.96562,9,29.0825,0,0.76156
6,17,17,16.6948,1.844674407323443e+19,0.96562,17,37.3705,13683279952,0.96562,9,25.6451,33669392,0.76156
7,17,17,15.509,1.844674407354131e+19,0.96562,17,38.2413,3742214320,0.96562,9,29.6005,0,0.76156
8,17,17,16.5941,1.844674407225697e+19,0.96562,17,40.5334,3067810656,0.96562,9,28.4388,26093680,0.76156
9,17,17,15.3571,1.844674407286523e+19,0.96562,17,37.8726,14027578784,0.96562,9,25.9611,33669440,0.76156
10,17,17,15.4376,1.844674407349918e+19,0.96562,17,40.2601,1950162064,0.96562,9,27.9709,0,0.76156
1,18,17,16.5326,304432240,0.93585,17,37.2563,12666891824,0.93585,6,21.8821,28658848,0.7304
2,18,17,15.2594,1.844674407354303e+19,0.93585,17,38.6845,13985875408,0.93585,6,26.8566,28658848,0.7304
3,18,17,15.923,452666720,0.93585,17,38.3343,1977966400,0.93585,6,26.5389,1568,0.7304
4,18,17,17.0228,1.844674407224575e+19,0.93585,17,43.4227,1912590800,0.93585,6,25.8694,0,0.7304
5,18,17,17.0337,1.844674407227039e+19,0.93585,17,40.7561,2315290576,0.93585,6,26.8265,259312,0.7304
6,18,17,16.4343,1.844674407277115e+19,0.93585,17,41.2215,1604333568,0.93585,6,26.088,0,0.7304
7,18,17,17.2631,1.84467440736802e+19,0.93585,17,40.5139,2000954256,0.93585,6,26.5424,0,0.7304
8,18,17,17.2253,1.844674407224579e+19,0.93585,17,37.0856,12811656752,0.93585,6,22.7183,28658848,0.7304
9,18,17,15.1557,457489184,0.93585,17,37.9314,1810329136,0.93585,6,25.6557,0,0.7304
10,18,17,16.8607,1.844674407296538e+19,0.93585,17,38.1817,13566355872,0.93585,6,22.6773,28658848,0.7304
1,19,19,15.3599,253656528,0.91382,19,37.5666,13368907664,0.91382,12,35.1106,52919776,0.53956
2,19,19,15.6384,475034720,0.91382,19,40.8558,1621114224,0.91382,12,38.4974,0,0.53956
3,19,19,16.8561,1.844674407224575e+19,0.91382,19,41.2304,2115181984,0.91382,12,38.7891,528,0.53956
4,19,19,16.9646,1.844674407346175e+19,0.91382,19,40.0186,1953127872,0.91382,12,38.4749,0,0.53956
5,19,19,16.6602,1.844674407246113e+19,0.91382,19,40.5869,1604337056,0.91382,12,39.7641,0,0.53956
6,19,19,17.2481,1.844674407225641e+19,0.91382,19,37.9229,2617665072,0.91382,12,39.2775,0,0.53956
7,19,19,16.8104,1.844674407306302e+19,0.91382,19,38.052,1801386224,0.91382,12,39.9022,0,0.53956
8,19,19,17.2016,1.844674407237211e+19,0.91382,19,41.2563,1604333744,0.91382,12,38.8695,0,0.53956
9,19,19,16.6796,1.844674407328743e+19,0.91382,19,39.8234,1729247776,0.91382,12,39.7619,0,0.53956
10,19,19,17.0907,1.844674407255828e+19,0.91382,19,40.2751,2293230144,0.91382,12,38.6108,48,0.53956
1,20,20,16.8323,540100976,0.9679,20,37.4725,14113291744,0.9679,14,26.3702,38602528,0.55638
2,20,20,15.3352,624613280,0.9679,20,38.976,1793152768,0.9679,14,30.5757,0,0.55638
3,20,20,16.974,261346208,0.9679,20,39.5528,2236431568,0.9679,14,29.8958,0,0.55638
4,20,20,16.6447,1.844674407224575e+19,0.9679,20,37.5345,12917245152,0.9679,14,26.3573,38602528,0.55638
5,20,20,15.3318,1.844674407268628e+19,0.9679,20,40.5415,1604337568,0.9679,14,31.6429,0,0.55638
6,20,20,17.5084,1.844674407313522e+19,0.9679,20,40.9391,1604333664,0.9679,14,30.2575,0,0.55638
7,20,20,16.9495,1.844674407240631e+19,0.9679,20,38.3232,13283651888,0.9679,14,27.1436,38602544,0.55638
8,20,20,15.8556,1.844674407327584e+19,0.9679,20,39.6362,1794122208,0.9679,14,31.4659,0,0.55638
9,20,20,17.4902,1.844674407281782e+19,0.9679,20,38.663,14876165632,0.9679,14,27.7098,38739312,0.55638
10,20,20,15.8307,30356464,0.9679,20,39.2209,13723867920,0.9679,14,27.5409,38739312,0.55638
1,21,20,15.7459,1.844674407261806e+19,0.82146,20,38.6752,13825069552,0.82146,17,26.213,35989856,0.58828
2,21,20,15.454,1.844674407263716e+19,0.82146,20,41.2613,1703025248,0.82146,17,30.6648,0,0.58828
3,21,20,16.9665,1.844674407227943e+19,0.82146,20,40.347,3165146944,0.82146,17,29.1939,0,0.58828
4,21,20,16.667,1.844674407228108e+19,0.82146,20,41.0449,2605756560,0.82146,17,32.3325,0,0.58828
5,21,20,17.1448,609076880,0.82146,20,37.0273,15467560992,0.82146,17,26.7198,35858128,0.58828
6,21,20,15.6546,388647760,0.82146,20,41.1016,1731565056,0.82146,17,28.7291,0,0.58828
7,21,20,17.0277,1.844674407320436e+19,0.82146,20,38.0046,13013460816,0.82146,17,25.1466,35858128,0.58828
8,21,20,15.1656,1.844674407278139e+19,0.82146,20,40.4712,2350623664,0.82146,17,28.4639,0,0.58828
9,21,20,16.2673,215341776,0.82146,20,37.9257,2076142064,0.82146,17,30.5753,0,0.58828
10,21,20,17.3981,1.84467440724913e+19,0.82146,20,40.464,2515382368,0.82146,17,29.0105,0,0.58828
1,22,22,16.8048,1.84467440728816e+19,0.97415,22,39.6965,1642732064,0.97415,22,43.6153,0,0.57794
2,22,22,16.8115,1.844674407316044e+19,0.97415,22,36.0223,14825721712,0.97415,22,39.6591,63437872,0.57794
3,22,22,15.5928,1639722672,0.97415,22,38.3348,4511078880,0.97415,22,44.8997,0,0.57794
4,22,22,17.2049,1.844674407264635e+19,0.97415,22,38.4625,13944820064,0.97415,22,38.3605,63634080,0.57794
5,22,22,15.289,376317856,0.97415,22,38.0709,3040310496,0.97415,22,44.6024,0,0.57794
6,22,22,17.1191,407868432,0.97415,22,36.0465,14198235328,0.97415,22,39.5828,63634080,0.57794
7,22,22,15.8401,1.844674407261911e+19,0.97415,22,37.6521,14998839792,0.97415,22,39.3437,63634080,0.57794
8,22,22,15.645,107834448,0.97415,22,35.4648,13735208704,0.97415,22,37.6606,63437872,0.57794
9,22,22,14.9551,171107216,0.97415,22,38.9113,2851148400,0.97415,22,44.671,176,0.57794
10,22,22,17.3142,1.844674407245648e+19,0.97415,22,39.8203,1604334288,0.97415,22,42.8146,80,0.57794
1,23,23,16.8625,1.844674407231647e+19,0.97361,23,40.0152,2212449664,0.97361,18,43.6464,0,0.55369
2,23,23,17.0819,1.844674407333352e+19,0.97361,23,41.5508,1807410528,0.97361,18,43.3728,0,0.55369
3,23,23,17.4532,1.844674407225267e+19,0.97361,23,38.4444,12724045008,0.97361,18,37.3481,61027504,0.55369
4,23,23,15.5692,638666320,0.97361,23,38.5723,3759505200,0.97361,18,44.4006,0,0.55369
5,23,23,17.6007,1.844674407268034e+19,0.97361,23,36.7363,13904215312,0.97361,18,38.3019,61027504,0.55369
6,23,23,15.7167,476814880,0.97361,23,36.6192,15467642224,0.97361,18,38.2132,61027552,0.55369
7,23,23,15.1214,1614099664,0.97361,23,39.9766,2419025456,0.97361,18,41.5033,48,0.55369
8,23,23,16.8791,1.844674407289989e+19,0.97361,23,39.9268,2838281952,0.97361,18,41.5277,0,0.55369
9,23,23,16.5524,1.844674407224575e+19,0.97361,23,37.111,13865783536,0.97361,18,35.9653,61027504,0.55369
10,23,23,15.3252,1.844674407254573e+19,0.97361,23,37.7901,15347697568,0.97361,18,38.21,61027504,0.55369
1,24,24,15.7633,314347152,0.9427,24,41.094,1818098032,0.9427,19,32.8861,0,0.57515
2,24,24,17.5807,1.844674407352272e+19,0.9427,24,40.7845,1641870944,0.9427,19,32.1018,0,0.57515
3,24,24,17.045,1.844674407272472e+19,0.9427,24,38.7513,1795189232,0.9427,19,32.3689,0,0.57515
4,24,24,17.2168,1.844674407229852e+19,0.9427,24,38.6933,12788785088,0.9427,19,28.4375,42174624,0.57515
5,24,24,15.6508,1.844674407265734e+19,0.9427,24,40.9918,1604333568,0.9427,19,31.1239,0,0.57515
6,24,24,16.9498,1.844674407284161e+19,0.9427,24,38.4232,2311343008,0.9427,19,32.7963,0,0.57515
7,24,24,16.9755,1.844674407351377e+19,0.9427,24,37.9103,2551528208,0.9427,19,32.9771,0,0.57515
8,24,24,17.5702,1.844674407240501e+19,0.9427,24,40.225,1604366848,0.9427,19,32.0363,0,0.57515
9,24,24,17.2412,183424464,0.9427,24,36.207,14181723728,0.9427,19,27.9546,8776352,0.57515
10,24,24,16.7917,1.844674407307286e+19,0.9427,24,40.4763,2779516208,0.9427,19,32.0084,0,0.57515
